paper_ref,arm,grid,topo,opt_bw_GBps,port_bw_GBps,maxdist,ep,nodes,mb,cabling,walk,q,q_over_bdp,makespan_ms,rtos,drops,quotable,quotable_why,quoted_by,link_rate_fixed,binary_sha,source,note
panel_dse,fb,8x8,flattened_butterfly,128,800,0,64,512,8,p64_ep64.txt,fb64_ep64,2133,4.00,56.187,1068,233916,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,64,512,8,p64_ep64.txt,fb64_ep64,4267,8.00,54.758,177,83672,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,64,512,8,p64_ep64.txt,fb64_ep64,8533,16.00,54.750,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,64,512,8,p64_ep64.txt,fb64_ep64,17067,32.00,54.750,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,64,512,8,p64_ep64.txt,fb64_ep64,34133,64.00,54.750,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,64,512,8,p32_ep64.txt,p32_64,1066,2.00,83.201,16977,5610282,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,64,512,8,p32_ep64.txt,p32_64,2133,4.00,59.085,3369,2011408,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,64,512,8,p32_ep64.txt,p32_64,4267,8.00,54.895,13,11282,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,64,512,8,p32_ep64.txt,p32_64,8533,16.00,55.233,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,64,512,8,p32_ep64.txt,p32_64,17067,32.00,55.233,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,64,512,8,p32_ep64.txt,p32_64,34133,64.00,55.233,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,64,512,8,p64_ep64.txt,mesh64_ep64,1066,2.00,57.128,72896,10818866,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,64,512,8,p64_ep64.txt,mesh64_ep64,2133,4.00,76.583,32691,5535962,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,64,512,8,p64_ep64.txt,mesh64_ep64,4267,8.00,67.392,2052,359242,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,64,512,8,p64_ep64.txt,mesh64_ep64,8533,16.00,53.785,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,64,512,8,p64_ep64.txt,mesh64_ep64,17067,32.00,53.785,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,64,512,8,p64_ep64.txt,mesh64_ep64,34133,64.00,53.785,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,64,512,8,p32_ep64.txt,m32_64,1066,2.00,57.158,92279,12457704,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,64,512,8,p32_ep64.txt,m32_64,2133,4.00,74.001,48385,8193608,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,64,512,8,p32_ep64.txt,m32_64,4267,8.00,87.588,13927,3306543,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,64,512,8,p32_ep64.txt,m32_64,8533,16.00,87.379,116,78908,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,64,512,8,p32_ep64.txt,m32_64,17067,32.00,37.324,5,6444,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,64,512,8,p32_ep64.txt,m32_64,34133,64.00,37.201,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,128,1024,8,ep128_gt.txt,g128b800,1066,2.00,270.345,253872,54925582,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,128,1024,8,ep128_gt.txt,g128b800,2133,4.00,272.357,103549,38619657,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,128,1024,8,ep128_gt.txt,g128b800,4267,8.00,318.710,44303,26085910,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,128,1024,8,ep128_gt.txt,g128b800,8533,16.00,316.655,11572,8987798,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,128,1024,8,ep128_gt.txt,g128b800,17067,32.00,824.013,828,851789,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,128,1024,8,ep128_gt.txt,g128b800,34133,64.00,194.609,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,128,1024,8,ep128_gt.txt,g128b800,34133,64.00,194.609,0,0,no,not the first qualifying rung of this walk,collector,yes,fcdc6e7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
